61 1631708189 3,131411 0,200000 3,131411 3,131411 1,961147
64 1631708189 3,088244 0,200000 3,088244 3,088244 1,907451
61 1631708190 3,131411 0,200000 3,131411 3,131411 1,961147
64 1631708190 3,088244 0,200000 3,088244 3,088244 1,907451
61 1631708191 3,131411 0,200000 3,131411 3,131411 1,961147
64 1631708191 3,088244 0,200000 3,088244 3,088244 1,907451
61 1631708192 3,131411 0,200000 3,131411 3,131411 1,961147
64 1631708192 3,088244 0,200000 3,088244 3,088244 1,907451
61 1631708193 3,131411 0,200000 3,131411 3,131411 1,961147
64 1631708193 3,088244 0,200000 3,088244 3,088244 1,907451
100 1631708194 3,154518 0,200000 3,154518 3,154518 1,990197
124 1631708194 3,114179 0,200000 3,114179 3,114179 1,939622
79 1631708194 12,624499 0,200000 12,624499 12,624499 31,875594
121 1631708194 12,624439 0,200000 12,624439 12,624439 31,875290
100 1631708195 3,154518 0,200000 3,154518 3,154518 1,990197
124 1631708195 3,114179 0,200000 3,114179 3,114179 1,939622
79 1631708195 12,624499 0,200000 12,624499 12,624499 31,875594
121 1631708195 12,624439 0,200000 12,624439 12,624439 31,875290
100 1631708196 3,154518 0,200000 3,154518 3,154518 1,990197
124 1631708196 3,114179 0,200000 3,114179 3,114179 1,939622
79 1631708196 12,624499 0,200000 12,624499 12,624499 31,875594
121 1631708196 12,624439 0,200000 12,624439 12,624439 31,875290
100 1631708197 3,154518 0,200000 3,154518 3,154518 1,990197
124 1631708197 3,114179 0,200000 3,114179 3,114179 1,939622
79 1631708197 12,624499 0,200000 12,624499 12,624499 31,875594
121 1631708197 12,624439 0,200000 12,624439 12,624439 31,875290
100 1631708198 3,154518 0,200000 3,154518 3,154518 1,990197
124 1631708198 3,114179 0,200000 3,114179 3,114179 1,939622
79 1631708198 12,624499 0,200000 12,624499 12,624499 31,875594
121 1631708198 12,624439 0,200000 12,624439 12,624439 31,875290
46 1631708199 2,161980 0,200000 2,161980 2,161980 0,934831
46 1631708200 2,161980 0,200000 2,161980 2,161980 0,934831
46 1631708201 2,161980 0,200000 2,161980 2,161980 0,934831
46 1631708202 2,161980 0,200000 2,161980 2,161980 0,934831
46 1631708203 2,161980 0,200000 2,161980 2,161980 0,934831
109 1631708204 8,748926 0,200000 8,748926 8,748926 15,308743
52 1631708204 2,211126 0,200000 2,211126 2,211126 0,977816
58 1631708204 2,197629 0,200000 2,197629 2,197629 0,965914
115 1631708204 2,178141 0,200000 2,178141 2,178141 0,948859
82 1631708204 8,748980 0,200000 8,748980 8,748980 15,308929
109 1631708205 8,748926 0,200000 8,748926 8,748926 15,308743
52 1631708205 2,211126 0,200000 2,211126 2,211126 0,977816
58 1631708205 2,197629 0,200000 2,197629 2,197629 0,965914
115 1631708205 2,178141 0,200000 2,178141 2,178141 0,948859
82 1631708205 8,748980 0,200000 8,748980 8,748980 15,308929
109 1631708206 8,748926 0,200000 8,748926 8,748926 15,308743
52 1631708206 2,211126 0,200000 2,211126 2,211126 0,977816
58 1631708206 2,197629 0,200000 2,197629 2,197629 0,965914
115 1631708206 2,178141 0,200000 2,178141 2,178141 0,948859
82 1631708206 8,748980 0,200000 8,748980 8,748980 15,308929
109 1631708207 8,748926 0,200000 8,748926 8,748926 15,308743
52 1631708207 2,211126 0,200000 2,211126 2,211126 0,977816
58 1631708207 2,197629 0,200000 2,197629 2,197629 0,965914
115 1631708207 2,178141 0,200000 2,178141 2,178141 0,948859
82 1631708207 8,748980 0,200000 8,748980 8,748980 15,308929
109 1631708208 8,748926 0,200000 8,748926 8,748926 15,308743
52 1631708208 2,211126 0,200000 2,211126 2,211126 0,977816
58 1631708208 2,197629 0,200000 2,197629 2,197629 0,965914
115 1631708208 2,178141 0,200000 2,178141 2,178141 0,948859
82 1631708208 8,748980 0,200000 8,748980 8,748980 15,308929
52 1631708214 2,230244 0,600000 2,187952 2,264454 2,984999
46 1631708214 2,139629 0,600000 2,137543 2,143420 2,746812
52 1631708215 2,230244 0,600000 2,187952 2,264454 2,984999
46 1631708215 2,139629 0,600000 2,137543 2,143420 2,746812
52 1631708216 2,230244 0,600000 2,187952 2,264454 2,984999
46 1631708216 2,139629 0,600000 2,137543 2,143420 2,746812
52 1631708217 2,230244 0,600000 2,187952 2,264454 2,984999
46 1631708217 2,139629 0,600000 2,137543 2,143420 2,746812
52 1631708218 2,230244 0,600000 2,187952 2,264454 2,984999
46 1631708218 2,139629 0,600000 2,137543 2,143420 2,746812
94 1631708219 2,105964 0,600000 2,087808 2,128862 2,661225
55 1631708219 2,184480 0,600000 2,169325 2,206241 2,863322
94 1631708220 2,105964 0,600000 2,087808 2,128862 2,661225
55 1631708220 2,184480 0,600000 2,169325 2,206241 2,863322
94 1631708221 2,105964 0,600000 2,087808 2,128862 2,661225
55 1631708221 2,184480 0,600000 2,169325 2,206241 2,863322
94 1631708222 2,105964 0,600000 2,087808 2,128862 2,661225
55 1631708222 2,184480 0,600000 2,169325 2,206241 2,863322
94 1631708223 2,105964 0,600000 2,087808 2,128862 2,661225
55 1631708223 2,184480 0,600000 2,169325 2,206241 2,863322
106 1631708224 2,130984 0,600000 2,125651 2,135502 2,724666
103 1631708224 2,117184 0,600000 2,105112 2,134729 2,689578
46 1631708224 0,126886 0,200000 0,126886 0,126886 0,003220
46 1631708225 0,126886 0,200000 0,126886 0,126886 0,003220
106 1631708225 2,130984 0,600000 2,125651 2,135502 2,724666
103 1631708225 2,117184 0,600000 2,105112 2,134729 2,689578
106 1631708226 2,130984 0,600000 2,125651 2,135502 2,724666
103 1631708226 2,117184 0,600000 2,105112 2,134729 2,689578
46 1631708226 0,126886 0,200000 0,126886 0,126886 0,003220
106 1631708227 2,130984 0,600000 2,125651 2,135502 2,724666
103 1631708227 2,117184 0,600000 2,105112 2,134729 2,689578
46 1631708227 0,126886 0,200000 0,126886 0,126886 0,003220
106 1631708228 2,130984 0,600000 2,125651 2,135502 2,724666
103 1631708228 2,117184 0,600000 2,105112 2,134729 2,689578
46 1631708228 0,126886 0,200000 0,126886 0,126886 0,003220
61 1631708229 3,090171 0,200000 3,090171 3,090171 1,909831
52 1631708229 2,212189 0,400000 2,189401 2,234978 1,957720
58 1631708229 2,273995 0,600000 2,269940 2,276417 3,102637
124 1631708229 2,139648 0,600000 2,138722 2,141168 2,746857
128 1631708229 17,322387 0,600000 17,311526 17,335984 180,039113
131 1631708229 17,322303 0,600000 17,311424 17,335910 180,037379
46 1631708229 2,158113 0,400000 2,150288 2,165937 1,863005
64 1631708229 3,112725 0,200000 3,112725 3,112725 1,937811
61 1631708230 3,090171 0,200000 3,090171 3,090171 1,909831
61 1631708231 3,090171 0,200000 3,090171 3,090171 1,909831
52 1631708230 2,212189 0,400000 2,189401 2,234978 1,957720
52 1631708231 2,212189 0,400000 2,189401 2,234978 1,957720
58 1631708230 2,273995 0,600000 2,269940 2,276417 3,102637
58 1631708231 2,273995 0,600000 2,269940 2,276417 3,102637
124 1631708230 2,139648 0,600000 2,138722 2,141168 2,746857
124 1631708231 2,139648 0,600000 2,138722 2,141168 2,746857
128 1631708230 17,322387 0,600000 17,311526 17,335984 180,039113
128 1631708231 17,322387 0,600000 17,311526 17,335984 180,039113
131 1631708230 17,322303 0,600000 17,311424 17,335910 180,037379
131 1631708231 17,322303 0,600000 17,311424 17,335910 180,037379
46 1631708230 2,158113 0,400000 2,150288 2,165937 1,863005
46 1631708231 2,158113 0,400000 2,150288 2,165937 1,863005
64 1631708230 3,112725 0,200000 3,112725 3,112725 1,937811
64 1631708231 3,112725 0,200000 3,112725 3,112725 1,937811
61 1631708232 3,090171 0,200000 3,090171 3,090171 1,909831
52 1631708232 2,212189 0,400000 2,189401 2,234978 1,957720
58 1631708232 2,273995 0,600000 2,269940 2,276417 3,102637
124 1631708232 2,139648 0,600000 2,138722 2,141168 2,746857
128 1631708232 17,322387 0,600000 17,311526 17,335984 180,039113
131 1631708232 17,322303 0,600000 17,311424 17,335910 180,037379
46 1631708232 2,158113 0,400000 2,150288 2,165937 1,863005
64 1631708232 3,112725 0,200000 3,112725 3,112725 1,937811
61 1631708233 3,090171 0,200000 3,090171 3,090171 1,909831
52 1631708233 2,212189 0,400000 2,189401 2,234978 1,957720
58 1631708233 2,273995 0,600000 2,269940 2,276417 3,102637
124 1631708233 2,139648 0,600000 2,138722 2,141168 2,746857
128 1631708233 17,322387 0,600000 17,311526 17,335984 180,039113
131 1631708233 17,322303 0,600000 17,311424 17,335910 180,037379
46 1631708233 2,158113 0,400000 2,150288 2,165937 1,863005
64 1631708233 3,112725 0,200000 3,112725 3,112725 1,937811
100 1631708234 3,194134 0,200000 3,194134 3,194134 2,040498
94 1631708234 2,103912 0,400000 2,100474 2,107350 1,770583
55 1631708234 2,180467 0,400000 2,165966 2,194968 1,901859
100 1631708235 3,194134 0,200000 3,194134 3,194134 2,040498
94 1631708235 2,103912 0,400000 2,100474 2,107350 1,770583
55 1631708235 2,180467 0,400000 2,165966 2,194968 1,901859
100 1631708236 3,194134 0,200000 3,194134 3,194134 2,040498
94 1631708236 2,103912 0,400000 2,100474 2,107350 1,770583
55 1631708236 2,180467 0,400000 2,165966 2,194968 1,901859
100 1631708237 3,194134 0,200000 3,194134 3,194134 2,040498
94 1631708237 2,103912 0,400000 2,100474 2,107350 1,770583
55 1631708237 2,180467 0,400000 2,165966 2,194968 1,901859
100 1631708238 3,194134 0,200000 3,194134 3,194134 2,040498
94 1631708238 2,103912 0,400000 2,100474 2,107350 1,770583
55 1631708238 2,180467 0,400000 2,165966 2,194968 1,901859
97 1631708239 12,924165 0,400000 12,924045 12,924285 66,813613
103 1631708239 2,129872 0,400000 2,122100 2,137644 1,814566
124 1631708239 2,476507 0,600000 2,135506 3,150608 3,816182
118 1631708239 12,924122 0,400000 12,924011 12,924234 66,813174
79 1631708239 12,674646 0,200000 12,674646 12,674646 32,129331
121 1631708239 12,674594 0,200000 12,674594 12,674594 32,129067
97 1631708240 12,924165 0,400000 12,924045 12,924285 66,813613
103 1631708240 2,129872 0,400000 2,122100 2,137644 1,814566
124 1631708240 2,476507 0,600000 2,135506 3,150608 3,816182
118 1631708240 12,924122 0,400000 12,924011 12,924234 66,813174
79 1631708240 12,674646 0,200000 12,674646 12,674646 32,129331
121 1631708240 12,674594 0,200000 12,674594 12,674594 32,129067
97 1631708241 12,924165 0,400000 12,924045 12,924285 66,813613
103 1631708241 2,129872 0,400000 2,122100 2,137644 1,814566
124 1631708241 2,476507 0,600000 2,135506 3,150608 3,816182
118 1631708241 12,924122 0,400000 12,924011 12,924234 66,813174
79 1631708241 12,674646 0,200000 12,674646 12,674646 32,129331
121 1631708241 12,674594 0,200000 12,674594 12,674594 32,129067
97 1631708242 12,924165 0,400000 12,924045 12,924285 66,813613
103 1631708242 2,129872 0,400000 2,122100 2,137644 1,814566
124 1631708242 2,476507 0,600000 2,135506 3,150608 3,816182
118 1631708242 12,924122 0,400000 12,924011 12,924234 66,813174
79 1631708242 12,674646 0,200000 12,674646 12,674646 32,129331
121 1631708242 12,674594 0,200000 12,674594 12,674594 32,129067
97 1631708243 12,924165 0,400000 12,924045 12,924285 66,813613
103 1631708243 2,129872 0,400000 2,122100 2,137644 1,814566
124 1631708243 2,476507 0,600000 2,135506 3,150608 3,816182
118 1631708243 12,924122 0,400000 12,924011 12,924234 66,813174
79 1631708243 12,674646 0,200000 12,674646 12,674646 32,129331
121 1631708243 12,674594 0,200000 12,674594 12,674594 32,129067
46 1631708254 2,155111 0,200000 2,155111 2,155111 0,928900
46 1631708255 2,155111 0,200000 2,155111 2,155111 0,928900
46 1631708256 2,155111 0,200000 2,155111 2,155111 0,928900
46 1631708257 2,155111 0,200000 2,155111 2,155111 0,928900
46 1631708258 2,155111 0,200000 2,155111 2,155111 0,928900
109 1631708259 8,724919 0,200000 8,724919 8,724919 15,224842
52 1631708259 2,687823 0,400000 2,201546 3,174099 2,984342
58 1631708259 2,185374 0,200000 2,185374 2,185374 0,955172
115 1631708259 2,182818 0,200000 2,182818 2,182818 0,952939
82 1631708259 8,724987 0,200000 8,724987 8,724987 15,225079
46 1631708259 3,148250 0,200000 3,148250 3,148250 1,982295
109 1631708260 8,724919 0,200000 8,724919 8,724919 15,224842
52 1631708260 2,687823 0,400000 2,201546 3,174099 2,984342
58 1631708260 2,185374 0,200000 2,185374 2,185374 0,955172
115 1631708260 2,182818 0,200000 2,182818 2,182818 0,952939
82 1631708260 8,724987 0,200000 8,724987 8,724987 15,225079
46 1631708260 3,148250 0,200000 3,148250 3,148250 1,982295
109 1631708261 8,724919 0,200000 8,724919 8,724919 15,224842
52 1631708261 2,687823 0,400000 2,201546 3,174099 2,984342
58 1631708261 2,185374 0,200000 2,185374 2,185374 0,955172
115 1631708261 2,182818 0,200000 2,182818 2,182818 0,952939
82 1631708261 8,724987 0,200000 8,724987 8,724987 15,225079
46 1631708261 3,148250 0,200000 3,148250 3,148250 1,982295
109 1631708262 8,724919 0,200000 8,724919 8,724919 15,224842
52 1631708262 2,687823 0,400000 2,201546 3,174099 2,984342
58 1631708262 2,185374 0,200000 2,185374 2,185374 0,955172
115 1631708262 2,182818 0,200000 2,182818 2,182818 0,952939
82 1631708262 8,724987 0,200000 8,724987 8,724987 15,225079
46 1631708262 3,148250 0,200000 3,148250 3,148250 1,982295
109 1631708263 8,724919 0,200000 8,724919 8,724919 15,224842
52 1631708263 2,687823 0,400000 2,201546 3,174099 2,984342
58 1631708263 2,185374 0,200000 2,185374 2,185374 0,955172
115 1631708263 2,182818 0,200000 2,182818 2,182818 0,952939
82 1631708263 8,724987 0,200000 8,724987 8,724987 15,225079
46 1631708263 3,148250 0,200000 3,148250 3,148250 1,982295
91 1631708264 9,442645 0,200000 9,442645 9,442645 17,832708
85 1631708264 9,442737 0,200000 9,442737 9,442737 17,833055
124 1631708264 3,120248 0,200000 3,120248 3,120248 1,947189
46 1631708264 0,125712 0,200000 0,125712 0,125712 0,003161
91 1631708265 9,442645 0,200000 9,442645 9,442645 17,832708
85 1631708265 9,442737 0,200000 9,442737 9,442737 17,833055
124 1631708265 3,120248 0,200000 3,120248 3,120248 1,947189
46 1631708265 0,125712 0,200000 0,125712 0,125712 0,003161
91 1631708266 9,442645 0,200000 9,442645 9,442645 17,832708
85 1631708266 9,442737 0,200000 9,442737 9,442737 17,833055
124 1631708266 3,120248 0,200000 3,120248 3,120248 1,947189
46 1631708266 0,125712 0,200000 0,125712 0,125712 0,003161
91 1631708267 9,442645 0,200000 9,442645 9,442645 17,832708
85 1631708267 9,442737 0,200000 9,442737 9,442737 17,833055
124 1631708267 3,120248 0,200000 3,120248 3,120248 1,947189
46 1631708267 0,125712 0,200000 0,125712 0,125712 0,003161
91 1631708268 9,442645 0,200000 9,442645 9,442645 17,832708
85 1631708268 9,442737 0,200000 9,442737 9,442737 17,833055
124 1631708268 3,120248 0,200000 3,120248 3,120248 1,947189
46 1631708268 0,125712 0,200000 0,125712 0,125712 0,003161
64 1631708269 3,095506 0,200000 3,095506 3,095506 1,916431
64 1631708270 3,095506 0,200000 3,095506 3,095506 1,916431
64 1631708271 3,095506 0,200000 3,095506 3,095506 1,916431
64 1631708272 3,095506 0,200000 3,095506 3,095506 1,916431
64 1631708273 3,095506 0,200000 3,095506 3,095506 1,916431
61 1631708274 3,120208 0,200000 3,120208 3,120208 1,947139
100 1631708274 3,232591 0,200000 3,232591 3,232591 2,089929
61 1631708275 3,120208 0,200000 3,120208 3,120208 1,947139
100 1631708275 3,232591 0,200000 3,232591 3,232591 2,089929
61 1631708276 3,120208 0,200000 3,120208 3,120208 1,947139
100 1631708276 3,232591 0,200000 3,232591 3,232591 2,089929
61 1631708277 3,120208 0,200000 3,120208 3,120208 1,947139
100 1631708277 3,232591 0,200000 3,232591 3,232591 2,089929
61 1631708278 3,120208 0,200000 3,120208 3,120208 1,947139
100 1631708278 3,232591 0,200000 3,232591 3,232591 2,089929
124 1631708279 3,127490 0,200000 3,127490 3,127490 1,956238
79 1631708279 12,701599 0,200000 12,701599 12,701599 32,266125
121 1631708279 12,701567 0,200000 12,701567 12,701567 32,265963
124 1631708280 3,127490 0,200000 3,127490 3,127490 1,956238
79 1631708280 12,701599 0,200000 12,701599 12,701599 32,266125
121 1631708280 12,701567 0,200000 12,701567 12,701567 32,265963
124 1631708281 3,127490 0,200000 3,127490 3,127490 1,956238
79 1631708281 12,701599 0,200000 12,701599 12,701599 32,266125
121 1631708281 12,701567 0,200000 12,701567 12,701567 32,265963
124 1631708282 3,127490 0,200000 3,127490 3,127490 1,956238
79 1631708282 12,701599 0,200000 12,701599 12,701599 32,266125
121 1631708282 12,701567 0,200000 12,701567 12,701567 32,265963
124 1631708283 3,127490 0,200000 3,127490 3,127490 1,956238
79 1631708283 12,701599 0,200000 12,701599 12,701599 32,266125
121 1631708283 12,701567 0,200000 12,701567 12,701567 32,265963
52 1631708284 2,249266 0,600000 2,233449 2,269094 3,035649
46 1631708284 2,171723 0,600000 2,168255 2,175545 2,829834
52 1631708285 2,249266 0,600000 2,233449 2,269094 3,035649
46 1631708285 2,171723 0,600000 2,168255 2,175545 2,829834
52 1631708286 2,249266 0,600000 2,233449 2,269094 3,035649
46 1631708286 2,171723 0,600000 2,168255 2,175545 2,829834
52 1631708287 2,249266 0,600000 2,233449 2,269094 3,035649
46 1631708287 2,171723 0,600000 2,168255 2,175545 2,829834
52 1631708288 2,249266 0,600000 2,233449 2,269094 3,035649
46 1631708288 2,171723 0,600000 2,168255 2,175545 2,829834
103 1631708289 2,084709 0,200000 2,084709 2,084709 0,869203
103 1631708290 2,084709 0,200000 2,084709 2,084709 0,869203
94 1631708289 2,114796 0,600000 2,098919 2,134232 2,683545
94 1631708290 2,114796 0,600000 2,098919 2,134232 2,683545
55 1631708289 2,212797 0,600000 2,195570 2,228473 2,937993
55 1631708290 2,212797 0,600000 2,195570 2,228473 2,937993
103 1631708291 2,084709 0,200000 2,084709 2,084709 0,869203
94 1631708291 2,114796 0,600000 2,098919 2,134232 2,683545
55 1631708291 2,212797 0,600000 2,195570 2,228473 2,937993
103 1631708292 2,084709 0,200000 2,084709 2,084709 0,869203
94 1631708292 2,114796 0,600000 2,098919 2,134232 2,683545
55 1631708292 2,212797 0,600000 2,195570 2,228473 2,937993
