115 1631708431 2,159290 0,200000 2,159290 2,159290 0,932507
103 1631708431 2,082891 0,600000 2,081284 2,085671 2,603063
94 1631708431 2,103606 0,600000 2,076320 2,119327 2,655319
82 1631708431 8,767684 0,200000 8,767684 8,767684 15,374458
46 1631708431 0,141334 0,200000 0,141334 0,141334 0,003995
109 1631708432 8,767601 0,200000 8,767601 8,767601 15,374165
115 1631708432 2,159290 0,200000 2,159290 2,159290 0,932507
103 1631708432 2,082891 0,600000 2,081284 2,085671 2,603063
94 1631708432 2,103606 0,600000 2,076320 2,119327 2,655319
82 1631708432 8,767684 0,200000 8,767684 8,767684 15,374458
46 1631708432 0,141334 0,200000 0,141334 0,141334 0,003995
109 1631708433 8,767601 0,200000 8,767601 8,767601 15,374165
115 1631708433 2,159290 0,200000 2,159290 2,159290 0,932507
103 1631708433 2,082891 0,600000 2,081284 2,085671 2,603063
94 1631708433 2,103606 0,600000 2,076320 2,119327 2,655319
82 1631708433 8,767684 0,200000 8,767684 8,767684 15,374458
46 1631708433 0,141334 0,200000 0,141334 0,141334 0,003995
61 1631708434 3,104865 0,200000 3,104865 3,104865 1,928037
58 1631708434 2,226115 0,600000 2,222868 2,230661 2,973360
106 1631708434 2,130895 0,600000 2,120050 2,138831 2,724465
124 1631708434 2,169256 0,600000 2,167362 2,172376 2,823405
128 1631708434 17,318494 0,600000 17,306086 17,333461 179,958221
131 1631708434 17,318422 0,600000 17,306000 17,333403 179,956725
64 1631708434 3,079873 0,200000 3,079873 3,079873 1,897123
61 1631708435 3,104865 0,200000 3,104865 3,104865 1,928037
58 1631708435 2,226115 0,600000 2,222868 2,230661 2,973360
106 1631708435 2,130895 0,600000 2,120050 2,138831 2,724465
124 1631708435 2,169256 0,600000 2,167362 2,172376 2,823405
128 1631708435 17,318494 0,600000 17,306086 17,333461 179,958221
131 1631708435 17,318422 0,600000 17,306000 17,333403 179,956725
64 1631708435 3,079873 0,200000 3,079873 3,079873 1,897123
61 1631708436 3,104865 0,200000 3,104865 3,104865 1,928037
58 1631708436 2,226115 0,600000 2,222868 2,230661 2,973360
106 1631708436 2,130895 0,600000 2,120050 2,138831 2,724465
124 1631708436 2,169256 0,600000 2,167362 2,172376 2,823405
128 1631708436 17,318494 0,600000 17,306086 17,333461 179,958221
131 1631708436 17,318422 0,600000 17,306000 17,333403 179,956725
64 1631708436 3,079873 0,200000 3,079873 3,079873 1,897123
61 1631708437 3,104865 0,200000 3,104865 3,104865 1,928037
58 1631708437 2,226115 0,600000 2,222868 2,230661 2,973360
106 1631708437 2,130895 0,600000 2,120050 2,138831 2,724465
124 1631708437 2,169256 0,600000 2,167362 2,172376 2,823405
128 1631708437 17,318494 0,600000 17,306086 17,333461 179,958221
131 1631708437 17,318422 0,600000 17,306000 17,333403 179,956725
64 1631708437 3,079873 0,200000 3,079873 3,079873 1,897123
61 1631708438 3,104865 0,200000 3,104865 3,104865 1,928037
58 1631708438 2,226115 0,600000 2,222868 2,230661 2,973360
106 1631708438 2,130895 0,600000 2,120050 2,138831 2,724465
124 1631708438 2,169256 0,600000 2,167362 2,172376 2,823405
128 1631708438 17,318494 0,600000 17,306086 17,333461 179,958221
131 1631708438 17,318422 0,600000 17,306000 17,333403 179,956725
64 1631708438 3,079873 0,200000 3,079873 3,079873 1,897123
100 1631708439 3,168783 0,200000 3,168783 3,168783 2,008237
100 1631708440 3,168783 0,200000 3,168783 3,168783 2,008237
100 1631708441 3,168783 0,200000 3,168783 3,168783 2,008237
100 1631708442 3,168783 0,200000 3,168783 3,168783 2,008237
100 1631708443 3,168783 0,200000 3,168783 3,168783 2,008237
124 1631708444 3,138659 0,200000 3,138659 3,138659 1,970236
79 1631708444 12,633720 0,200000 12,633720 12,633720 31,922175
121 1631708444 12,633603 0,200000 12,633603 12,633603 31,921583
124 1631708445 3,138659 0,200000 3,138659 3,138659 1,970236
79 1631708445 12,633720 0,200000 12,633720 12,633720 31,922175
121 1631708445 12,633603 0,200000 12,633603 12,633603 31,921583
124 1631708446 3,138659 0,200000 3,138659 3,138659 1,970236
79 1631708446 12,633720 0,200000 12,633720 12,633720 31,922175
121 1631708446 12,633603 0,200000 12,633603 12,633603 31,921583
124 1631708447 3,138659 0,200000 3,138659 3,138659 1,970236
79 1631708447 12,633720 0,200000 12,633720 12,633720 31,922175
121 1631708447 12,633603 0,200000 12,633603 12,633603 31,921583
124 1631708448 3,138659 0,200000 3,138659 3,138659 1,970236
79 1631708448 12,633720 0,200000 12,633720 12,633720 31,922175
121 1631708448 12,633603 0,200000 12,633603 12,633603 31,921583
46 1631708469 0,131591 0,200000 0,131591 0,131591 0,003463
46 1631708470 0,131591 0,200000 0,131591 0,131591 0,003463
46 1631708471 0,131591 0,200000 0,131591 0,131591 0,003463
46 1631708472 0,131591 0,200000 0,131591 0,131591 0,003463
46 1631708473 0,131591 0,200000 0,131591 0,131591 0,003463
46 1631708474 2,138399 0,200000 2,138399 2,138399 0,914550
64 1631708474 3,067769 0,200000 3,067769 3,067769 1,882241
46 1631708475 2,138399 0,200000 2,138399 2,138399 0,914550
64 1631708475 3,067769 0,200000 3,067769 3,067769 1,882241
46 1631708476 2,138399 0,200000 2,138399 2,138399 0,914550
64 1631708476 3,067769 0,200000 3,067769 3,067769 1,882241
46 1631708477 2,138399 0,200000 2,138399 2,138399 0,914550
64 1631708477 3,067769 0,200000 3,067769 3,067769 1,882241
46 1631708478 2,138399 0,200000 2,138399 2,138399 0,914550
64 1631708478 3,067769 0,200000 3,067769 3,067769 1,882241
61 1631708479 3,073003 0,200000 3,073003 3,073003 1,888670
61 1631708480 3,073003 0,200000 3,073003 3,073003 1,888670
109 1631708479 8,655221 0,200000 8,655221 8,655221 14,982570
109 1631708480 8,655221 0,200000 8,655221 8,655221 14,982570
52 1631708479 2,882768 0,600000 2,188378 3,267949 5,131440
52 1631708480 2,882768 0,600000 2,188378 3,267949 5,131440
58 1631708479 2,181432 0,200000 2,181432 2,181432 0,951729
58 1631708480 2,181432 0,200000 2,181432 2,181432 0,951729
115 1631708479 2,146950 0,200000 2,146950 2,146950 0,921878
115 1631708480 2,146950 0,200000 2,146950 2,146950 0,921878
100 1631708479 3,185281 0,200000 3,185281 3,185281 2,029203
100 1631708480 3,185281 0,200000 3,185281 3,185281 2,029203
82 1631708479 8,655355 0,200000 8,655355 8,655355 14,983034
82 1631708480 8,655355 0,200000 8,655355 8,655355 14,983034
46 1631708479 2,755138 1,000000 2,142886 3,171643 7,838004
46 1631708480 2,755138 1,000000 2,142886 3,171643 7,838004
61 1631708481 3,073003 0,200000 3,073003 3,073003 1,888670
109 1631708481 8,655221 0,200000 8,655221 8,655221 14,982570
52 1631708481 2,882768 0,600000 2,188378 3,267949 5,131440
58 1631708481 2,181432 0,200000 2,181432 2,181432 0,951729
115 1631708481 2,146950 0,200000 2,146950 2,146950 0,921878
100 1631708481 3,185281 0,200000 3,185281 3,185281 2,029203
82 1631708481 8,655355 0,200000 8,655355 8,655355 14,983034
46 1631708481 2,755138 1,000000 2,142886 3,171643 7,838004
61 1631708482 3,073003 0,200000 3,073003 3,073003 1,888670
109 1631708482 8,655221 0,200000 8,655221 8,655221 14,982570
52 1631708482 2,882768 0,600000 2,188378 3,267949 5,131440
58 1631708482 2,181432 0,200000 2,181432 2,181432 0,951729
115 1631708482 2,146950 0,200000 2,146950 2,146950 0,921878
100 1631708482 3,185281 0,200000 3,185281 3,185281 2,029203
82 1631708482 8,655355 0,200000 8,655355 8,655355 14,983034
46 1631708482 2,755138 1,000000 2,142886 3,171643 7,838004
61 1631708483 3,073003 0,200000 3,073003 3,073003 1,888670
109 1631708483 8,655221 0,200000 8,655221 8,655221 14,982570
52 1631708483 2,882768 0,600000 2,188378 3,267949 5,131440
58 1631708483 2,181432 0,200000 2,181432 2,181432 0,951729
115 1631708483 2,146950 0,200000 2,146950 2,146950 0,921878
100 1631708483 3,185281 0,200000 3,185281 3,185281 2,029203
82 1631708483 8,655355 0,200000 8,655355 8,655355 14,983034
46 1631708483 2,755138 1,000000 2,142886 3,171643 7,838004
52 1631708484 2,517976 0,600000 2,186077 3,170619 3,931917
58 1631708484 3,215290 0,400000 3,195133 3,235447 4,135398
91 1631708484 9,504386 0,200000 9,504386 9,504386 18,066670
85 1631708484 9,504455 0,200000 9,504455 9,504455 18,066931
124 1631708484 3,169517 0,400000 3,158307 3,180727 4,018385
79 1631708484 12,616079 0,200000 12,616079 12,616079 31,833090
121 1631708484 12,616011 0,200000 12,616011 12,616011 31,832747
55 1631708484 2,184614 0,400000 2,179849 2,189378 1,909024
52 1631708485 2,517976 0,600000 2,186077 3,170619 3,931917
58 1631708485 3,215290 0,400000 3,195133 3,235447 4,135398
91 1631708485 9,504386 0,200000 9,504386 9,504386 18,066670
85 1631708485 9,504455 0,200000 9,504455 9,504455 18,066931
124 1631708485 3,169517 0,400000 3,158307 3,180727 4,018385
79 1631708485 12,616079 0,200000 12,616079 12,616079 31,833090
121 1631708485 12,616011 0,200000 12,616011 12,616011 31,832747
55 1631708485 2,184614 0,400000 2,179849 2,189378 1,909024
52 1631708486 2,517976 0,600000 2,186077 3,170619 3,931917
58 1631708486 3,215290 0,400000 3,195133 3,235447 4,135398
91 1631708486 9,504386 0,200000 9,504386 9,504386 18,066670
85 1631708486 9,504455 0,200000 9,504455 9,504455 18,066931
124 1631708486 3,169517 0,400000 3,158307 3,180727 4,018385
79 1631708486 12,616079 0,200000 12,616079 12,616079 31,833090
121 1631708486 12,616011 0,200000 12,616011 12,616011 31,832747
55 1631708486 2,184614 0,400000 2,179849 2,189378 1,909024
52 1631708487 2,517976 0,600000 2,186077 3,170619 3,931917
58 1631708487 3,215290 0,400000 3,195133 3,235447 4,135398
91 1631708487 9,504386 0,200000 9,504386 9,504386 18,066670
85 1631708487 9,504455 0,200000 9,504455 9,504455 18,066931
124 1631708487 3,169517 0,400000 3,158307 3,180727 4,018385
79 1631708487 12,616079 0,200000 12,616079 12,616079 31,833090
121 1631708487 12,616011 0,200000 12,616011 12,616011 31,832747
55 1631708487 2,184614 0,400000 2,179849 2,189378 1,909024
52 1631708488 2,517976 0,600000 2,186077 3,170619 3,931917
58 1631708488 3,215290 0,400000 3,195133 3,235447 4,135398
91 1631708488 9,504386 0,200000 9,504386 9,504386 18,066670
85 1631708488 9,504455 0,200000 9,504455 9,504455 18,066931
124 1631708488 3,169517 0,400000 3,158307 3,180727 4,018385
79 1631708488 12,616079 0,200000 12,616079 12,616079 31,833090
121 1631708488 12,616011 0,200000 12,616011 12,616011 31,832747
55 1631708488 2,184614 0,400000 2,179849 2,189378 1,909024
88 1631708489 12,739188 0,400000 12,731700 12,746676 64,914789
103 1631708489 2,092902 0,400000 2,091942 2,093863 1,752096
94 1631708489 2,098602 0,400000 2,097986 2,099219 1,761653
124 1631708489 3,128677 0,400000 3,124842 3,132513 3,915455
112 1631708489 12,739125 0,400000 12,731639 12,746611 64,914147
46 1631708489 2,145350 0,600000 2,142076 2,148408 2,761519
88 1631708490 12,739188 0,400000 12,731700 12,746676 64,914789
103 1631708490 2,092902 0,400000 2,091942 2,093863 1,752096
94 1631708490 2,098602 0,400000 2,097986 2,099219 1,761653
124 1631708490 3,128677 0,400000 3,124842 3,132513 3,915455
112 1631708490 12,739125 0,400000 12,731639 12,746611 64,914147
46 1631708490 2,145350 0,600000 2,142076 2,148408 2,761519
88 1631708491 12,739188 0,400000 12,731700 12,746676 64,914789
103 1631708491 2,092902 0,400000 2,091942 2,093863 1,752096
94 1631708491 2,098602 0,400000 2,097986 2,099219 1,761653
124 1631708491 3,128677 0,400000 3,124842 3,132513 3,915455
112 1631708491 12,739125 0,400000 12,731639 12,746611 64,914147
46 1631708491 2,145350 0,600000 2,142076 2,148408 2,761519
88 1631708492 12,739188 0,400000 12,731700 12,746676 64,914789
103 1631708492 2,092902 0,400000 2,091942 2,093863 1,752096
94 1631708492 2,098602 0,400000 2,097986 2,099219 1,761653
124 1631708492 3,128677 0,400000 3,124842 3,132513 3,915455
112 1631708492 12,739125 0,400000 12,731639 12,746611 64,914147
46 1631708492 2,145350 0,600000 2,142076 2,148408 2,761519
88 1631708493 12,739188 0,400000 12,731700 12,746676 64,914789
103 1631708493 2,092902 0,400000 2,091942 2,093863 1,752096
94 1631708493 2,098602 0,400000 2,097986 2,099219 1,761653
124 1631708493 3,128677 0,400000 3,124842 3,132513 3,915455
112 1631708493 12,739125 0,400000 12,731639 12,746611 64,914147
46 1631708493 2,145350 0,600000 2,142076 2,148408 2,761519
52 1631708494 2,189653 0,600000 2,165760 2,218688 2,877035
97 1631708494 12,854029 0,400000 12,851713 12,856345 66,090426
94 1631708494 2,108558 0,600000 2,098529 2,120539 2,667661
124 1631708494 2,139818 0,400000 2,137671 2,141966 1,831531
118 1631708494 12,853940 0,400000 12,851621 12,856259 66,089513
55 1631708494 2,171161 0,600000 2,162714 2,183156 2,828409
52 1631708495 2,189653 0,600000 2,165760 2,218688 2,877035
97 1631708495 12,854029 0,400000 12,851713 12,856345 66,090426
94 1631708495 2,108558 0,600000 2,098529 2,120539 2,667661
124 1631708495 2,139818 0,400000 2,137671 2,141966 1,831531
118 1631708495 12,853940 0,400000 12,851621 12,856259 66,089513
55 1631708495 2,171161 0,600000 2,162714 2,183156 2,828409
52 1631708496 2,189653 0,600000 2,165760 2,218688 2,877035
97 1631708496 12,854029 0,400000 12,851713 12,856345 66,090426
94 1631708496 2,108558 0,600000 2,098529 2,120539 2,667661
124 1631708496 2,139818 0,400000 2,137671 2,141966 1,831531
118 1631708496 12,853940 0,400000 12,851621 12,856259 66,089513
55 1631708496 2,171161 0,600000 2,162714 2,183156 2,828409
52 1631708497 2,189653 0,600000 2,165760 2,218688 2,877035
97 1631708497 12,854029 0,400000 12,851713 12,856345 66,090426
94 1631708497 2,108558 0,600000 2,098529 2,120539 2,667661
124 1631708497 2,139818 0,400000 2,137671 2,141966 1,831531
118 1631708497 12,853940 0,400000 12,851621 12,856259 66,089513
55 1631708497 2,171161 0,600000 2,162714 2,183156 2,828409
52 1631708498 2,189653 0,600000 2,165760 2,218688 2,877035
97 1631708498 12,854029 0,400000 12,851713 12,856345 66,090426
94 1631708498 2,108558 0,600000 2,098529 2,120539 2,667661
124 1631708498 2,139818 0,400000 2,137671 2,141966 1,831531
118 1631708498 12,853940 0,400000 12,851621 12,856259 66,089513
55 1631708498 2,171161 0,600000 2,162714 2,183156 2,828409
106 1631708499 2,128028 0,600000 2,116230 2,137722 2,717148
103 1631708499 2,085950 0,600000 2,082652 2,091650 2,610721
106 1631708500 2,128028 0,600000 2,116230 2,137722 2,717148
103 1631708500 2,085950 0,600000 2,082652 2,091650 2,610721
106 1631708501 2,128028 0,600000 2,116230 2,137722 2,717148
103 1631708501 2,085950 0,600000 2,082652 2,091650 2,610721
106 1631708502 2,128028 0,600000 2,116230 2,137722 2,717148
103 1631708502 2,085950 0,600000 2,082652 2,091650 2,610721
106 1631708503 2,128028 0,600000 2,116230 2,137722 2,717148
103 1631708503 2,085950 0,600000 2,082652 2,091650 2,610721
58 1631708504 2,266716 0,600000 2,257628 2,277967 3,082843
124 1631708504 2,147750 0,600000 2,136939 2,158011 2,767744
128 1631708504 17,243432 0,600000 17,235756 17,250029 178,401588
131 1631708504 17,243337 0,600000 17,235693 17,249902 178,399630
58 1631708505 2,266716 0,600000 2,257628 2,277967 3,082843
124 1631708505 2,147750 0,600000 2,136939 2,158011 2,767744
128 1631708505 17,243432 0,600000 17,235756 17,250029 178,401588
131 1631708505 17,243337 0,600000 17,235693 17,249902 178,399630
124 1631708506 2,147750 0,600000 2,136939 2,158011 2,767744
58 1631708506 2,266716 0,600000 2,257628 2,277967 3,082843
128 1631708506 17,243432 0,600000 17,235756 17,250029 178,401588
131 1631708506 17,243337 0,600000 17,235693 17,249902 178,399630
58 1631708507 2,266716 0,600000 2,257628 2,277967 3,082843
124 1631708507 2,147750 0,600000 2,136939 2,158011 2,767744
128 1631708507 17,243432 0,600000 17,235756 17,250029 178,401588
131 1631708507 17,243337 0,600000 17,235693 17,249902 178,399630
58 1631708508 2,266716 0,600000 2,257628 2,277967 3,082843
124 1631708508 2,147750 0,600000 2,136939 2,158011 2,767744
128 1631708508 17,243432 0,600000 17,235756 17,250029 178,401588
131 1631708508 17,243337 0,600000 17,235693 17,249902 178,399630
46 1631708514 0,144723 0,200000 0,144723 0,144723 0,004189
64 1631708514 3,082495 0,200000 3,082495 3,082495 1,900355
46 1631708515 0,144723 0,200000 0,144723 0,144723 0,004189
64 1631708515 3,082495 0,200000 3,082495 3,082495 1,900355
46 1631708516 0,144723 0,200000 0,144723 0,144723 0,004189
64 1631708516 3,082495 0,200000 3,082495 3,082495 1,900355
46 1631708517 0,144723 0,200000 0,144723 0,144723 0,004189
64 1631708517 3,082495 0,200000 3,082495 3,082495 1,900355
46 1631708518 0,144723 0,200000 0,144723 0,144723 0,004189
64 1631708518 3,082495 0,200000 3,082495 3,082495 1,900355
61 1631708519 3,117168 0,200000 3,117168 3,117168 1,943347
100 1631708519 3,164701 0,200000 3,164701 3,164701 2,003067
61 1631708520 3,117168 0,200000 3,117168 3,117168 1,943347
100 1631708520 3,164701 0,200000 3,164701 3,164701 2,003067
61 1631708521 3,117168 0,200000 3,117168 3,117168 1,943347
100 1631708521 3,164701 0,200000 3,164701 3,164701 2,003067
61 1631708522 3,117168 0,200000 3,117168 3,117168 1,943347
100 1631708522 3,164701 0,200000 3,164701 3,164701 2,003067
61 1631708523 3,117168 0,200000 3,117168 3,117168 1,943347
100 1631708523 3,164701 0,200000 3,164701 3,164701 2,003067
124 1631708524 3,116798 0,200000 3,116798 3,116798 1,942886
79 1631708524 12,626029 0,200000 12,626029 12,626029 31,883323
121 1631708524 12,625954 0,200000 12,625954 12,625954 31,882944
124 1631708525 3,116798 0,200000 3,116798 3,116798 1,942886
79 1631708525 12,626029 0,200000 12,626029 12,626029 31,883323
121 1631708525 12,625954 0,200000 12,625954 12,625954 31,882944
124 1631708526 3,116798 0,200000 3,116798 3,116798 1,942886
79 1631708526 12,626029 0,200000 12,626029 12,626029 31,883323
121 1631708526 12,625954 0,200000 12,625954 12,625954 31,882944
124 1631708527 3,116798 0,200000 3,116798 3,116798 1,942886
79 1631708527 12,626029 0,200000 12,626029 12,626029 31,883323
121 1631708527 12,625954 0,200000 12,625954 12,625954 31,882944
124 1631708528 3,116798 0,200000 3,116798 3,116798 1,942886
79 1631708528 12,626029 0,200000 12,626029 12,626029 31,883323
121 1631708528 12,625954 0,200000 12,625954 12,625954 31,882944
46 1631708529 2,145368 0,200000 2,145368 2,145368 0,920521
46 1631708530 2,145368 0,200000 2,145368 2,145368 0,920521
46 1631708531 2,145368 0,200000 2,145368 2,145368 0,920521
46 1631708532 2,145368 0,200000 2,145368 2,145368 0,920521
46 1631708533 2,145368 0,200000 2,145368 2,145368 0,920521
109 1631708534 8,677937 0,200000 8,677937 8,677937 15,061317
52 1631708534 2,192752 0,200000 2,192752 2,192752 0,961633
58 1631708534 2,191206 0,200000 2,191206 2,191206 0,960276
115 1631708534 2,148553 0,200000 2,148553 2,148553 0,923256
82 1631708534 8,678022 0,200000 8,678022 8,678022 15,061612
109 1631708535 8,677937 0,200000 8,677937 8,677937 15,061317
52 1631708535 2,192752 0,200000 2,192752 2,192752 0,961633
58 1631708535 2,191206 0,200000 2,191206 2,191206 0,960276
115 1631708535 2,148553 0,200000 2,148553 2,148553 0,923256
82 1631708535 8,678022 0,200000 8,678022 8,678022 15,061612
82 1631708536 8,678022 0,200000 8,678022 8,678022 15,061612
52 1631708536 2,192752 0,200000 2,192752 2,192752 0,961633
109 1631708536 8,677937 0,200000 8,677937 8,677937 15,061317
115 1631708536 2,148553 0,200000 2,148553 2,148553 0,923256
58 1631708536 2,191206 0,200000 2,191206 2,191206 0,960276
109 1631708537 8,677937 0,200000 8,677937 8,677937 15,061317
52 1631708537 2,192752 0,200000 2,192752 2,192752 0,961633
58 1631708537 2,191206 0,200000 2,191206 2,191206 0,960276
115 1631708537 2,148553 0,200000 2,148553 2,148553 0,923256
82 1631708537 8,678022 0,200000 8,678022 8,678022 15,061612
109 1631708538 8,677937 0,200000 8,677937 8,677937 15,061317
52 1631708538 2,192752 0,200000 2,192752 2,192752 0,961633
58 1631708538 2,191206 0,200000 2,191206 2,191206 0,960276
115 1631708538 2,148553 0,200000 2,148553 2,148553 0,923256
82 1631708538 8,678022 0,200000 8,678022 8,678022 15,061612
46 1631708554 0,139461 0,200000 0,139461 0,139461 0,003890
64 1631708554 3,099204 0,200000 3,099204 3,099204 1,921013
46 1631708555 0,139461 0,200000 0,139461 0,139461 0,003890
64 1631708555 3,099204 0,200000 3,099204 3,099204 1,921013
46 1631708556 0,139461 0,200000 0,139461 0,139461 0,003890
64 1631708556 3,099204 0,200000 3,099204 3,099204 1,921013
46 1631708557 0,139461 0,200000 0,139461 0,139461 0,003890
64 1631708557 3,099204 0,200000 3,099204 3,099204 1,921013
46 1631708558 0,139461 0,200000 0,139461 0,139461 0,003890
64 1631708558 3,099204 0,200000 3,099204 3,099204 1,921013
61 1631708559 3,063345 0,200000 3,063345 3,063345 1,876816
52 1631708559 2,196126 0,600000 2,181324 2,218644 2,893939
46 1631708559 2,136904 0,600000 2,130985 2,143865 2,739832
61 1631708560 3,063345 0,200000 3,063345 3,063345 1,876816
52 1631708560 2,196126 0,600000 2,181324 2,218644 2,893939
46 1631708560 2,136904 0,600000 2,130985 2,143865 2,739832
61 1631708561 3,063345 0,200000 3,063345 3,063345 1,876816
52 1631708561 2,196126 0,600000 2,181324 2,218644 2,893939
46 1631708561 2,136904 0,600000 2,130985 2,143865 2,739832
61 1631708562 3,063345 0,200000 3,063345 3,063345 1,876816
52 1631708562 2,196126 0,600000 2,181324 2,218644 2,893939
46 1631708562 2,136904 0,600000 2,130985 2,143865 2,739832
61 1631708563 3,063345 0,200000 3,063345 3,063345 1,876816
52 1631708563 2,196126 0,600000 2,181324 2,218644 2,893939
46 1631708563 2,136904 0,600000 2,130985 2,143865 2,739832
100 1631708564 3,180363 0,200000 3,180363 3,180363 2,022942
94 1631708564 2,093500 0,600000 2,080565 2,100523 2,629694
124 1631708564 3,109103 0,200000 3,109103 3,109103 1,933304
79 1631708564 12,591663 0,200000 12,591663 12,591663 31,709997
46 1631708564 2,156665 0,400000 2,152865 2,160465 1,860488
121 1631708564 12,591555 0,200000 12,591555 12,591555 31,709453
55 1631708564 2,225485 0,600000 2,197958 2,253445 2,971977
100 1631708565 3,180363 0,200000 3,180363 3,180363 2,022942
94 1631708565 2,093500 0,600000 2,080565 2,100523 2,629694
124 1631708565 3,109103 0,200000 3,109103 3,109103 1,933304
79 1631708565 12,591663 0,200000 12,591663 12,591663 31,709997
46 1631708565 2,156665 0,400000 2,152865 2,160465 1,860488
121 1631708565 12,591555 0,200000 12,591555 12,591555 31,709453
55 1631708565 2,225485 0,600000 2,197958 2,253445 2,971977
100 1631708566 3,180363 0,200000 3,180363 3,180363 2,022942
94 1631708566 2,093500 0,600000 2,080565 2,100523 2,629694
124 1631708566 3,109103 0,200000 3,109103 3,109103 1,933304
79 1631708566 12,591663 0,200000 12,591663 12,591663 31,709997
46 1631708566 2,156665 0,400000 2,152865 2,160465 1,860488
121 1631708566 12,591555 0,200000 12,591555 12,591555 31,709453
55 1631708566 2,225485 0,600000 2,197958 2,253445 2,971977
100 1631708567 3,180363 0,200000 3,180363 3,180363 2,022942
94 1631708567 2,093500 0,600000 2,080565 2,100523 2,629694
124 1631708567 3,109103 0,200000 3,109103 3,109103 1,933304
79 1631708567 12,591663 0,200000 12,591663 12,591663 31,709997
46 1631708567 2,156665 0,400000 2,152865 2,160465 1,860488
121 1631708567 12,591555 0,200000 12,591555 12,591555 31,709453
55 1631708567 2,225485 0,600000 2,197958 2,253445 2,971977
100 1631708568 3,180363 0,200000 3,180363 3,180363 2,022942
94 1631708568 2,093500 0,600000 2,080565 2,100523 2,629694
124 1631708568 3,109103 0,200000 3,109103 3,109103 1,933304
79 1631708568 12,591663 0,200000 12,591663 12,591663 31,709997
46 1631708568 2,156665 0,400000 2,152865 2,160465 1,860488
121 1631708568 12,591555 0,200000 12,591555 12,591555 31,709453
55 1631708568 2,225485 0,600000 2,197958 2,253445 2,971977
52 1631708569 2,201076 0,400000 2,172136 2,230016 1,938230
106 1631708569 2,131384 0,600000 2,125707 2,141057 2,725706
103 1631708569 2,119889 0,600000 2,093998 2,133928 2,696559
94 1631708569 2,121080 0,400000 2,110663 2,131497 1,799635
55 1631708569 2,176452 0,400000 2,157479 2,195425 1,894921
52 1631708570 2,201076 0,400000 2,172136 2,230016 1,938230
106 1631708570 2,131384 0,600000 2,125707 2,141057 2,725706
103 1631708570 2,119889 0,600000 2,093998 2,133928 2,696559
94 1631708570 2,121080 0,400000 2,110663 2,131497 1,799635
55 1631708570 2,176452 0,400000 2,157479 2,195425 1,894921
52 1631708571 2,201076 0,400000 2,172136 2,230016 1,938230
106 1631708571 2,131384 0,600000 2,125707 2,141057 2,725706
103 1631708571 2,119889 0,600000 2,093998 2,133928 2,696559
94 1631708571 2,121080 0,400000 2,110663 2,131497 1,799635
55 1631708571 2,176452 0,400000 2,157479 2,195425 1,894921
52 1631708572 2,201076 0,400000 2,172136 2,230016 1,938230
106 1631708572 2,131384 0,600000 2,125707 2,141057 2,725706
103 1631708572 2,119889 0,600000 2,093998 2,133928 2,696559
94 1631708572 2,121080 0,400000 2,110663 2,131497 1,799635
55 1631708572 2,176452 0,400000 2,157479 2,195425 1,894921
52 1631708573 2,201076 0,400000 2,172136 2,230016 1,938230
106 1631708573 2,131384 0,600000 2,125707 2,141057 2,725706
103 1631708573 2,119889 0,600000 2,093998 2,133928 2,696559
94 1631708573 2,121080 0,400000 2,110663 2,131497 1,799635
55 1631708573 2,176452 0,400000 2,157479 2,195425 1,894921
58 1631708574 2,270991 0,600000 2,257210 2,278763 3,094496
97 1631708574 12,905306 0,400000 12,903482 12,907130 66,618772
103 1631708574 2,102536 0,400000 2,094788 2,110284 1,768287
124 1631708574 2,145159 1,000000 2,142175 2,149947 4,601714
118 1631708574 12,905243 0,400000 12,903436 12,907051 66,618122
128 1631708574 17,318292 0,600000 17,316362 17,321721 179,953944
131 1631708574 17,318185 0,600000 17,316253 17,321610 179,951715
103 1631708575 2,102536 0,400000 2,094788 2,110284 1,768287
103 1631708576 2,102536 0,400000 2,094788 2,110284 1,768287
58 1631708575 2,270991 0,600000 2,257210 2,278763 3,094496
58 1631708576 2,270991 0,600000 2,257210 2,278763 3,094496
97 1631708575 12,905306 0,400000 12,903482 12,907130 66,618772
97 1631708576 12,905306 0,400000 12,903482 12,907130 66,618772
124 1631708575 2,145159 1,000000 2,142175 2,149947 4,601714
124 1631708576 2,145159 1,000000 2,142175 2,149947 4,601714
118 1631708575 12,905243 0,400000 12,903436 12,907051 66,618122
118 1631708576 12,905243 0,400000 12,903436 12,907051 66,618122
128 1631708575 17,318292 0,600000 17,316362 17,321721 179,953944
128 1631708576 17,318292 0,600000 17,316362 17,321721 179,953944
131 1631708575 17,318185 0,600000 17,316253 17,321610 179,951715
131 1631708576 17,318185 0,600000 17,316253 17,321610 179,951715
58 1631708577 2,270991 0,600000 2,257210 2,278763 3,094496
97 1631708577 12,905306 0,400000 12,903482 12,907130 66,618772
103 1631708577 2,102536 0,400000 2,094788 2,110284 1,768287
124 1631708577 2,145159 1,000000 2,142175 2,149947 4,601714
118 1631708577 12,905243 0,400000 12,903436 12,907051 66,618122
128 1631708577 17,318292 0,600000 17,316362 17,321721 179,953944
131 1631708577 17,318185 0,600000 17,316253 17,321610 179,951715
58 1631708578 2,270991 0,600000 2,257210 2,278763 3,094496
97 1631708578 12,905306 0,400000 12,903482 12,907130 66,618772
