offline_datapoint_29 1631708171 0,165
offline_datapoint_17 1631708171 14,004
offline_datapoint_10 1631708171 99,669
offline_datapoint_30 1631708171 0,000
offline_datapoint_23 1631708171 12385,524
offline_datapoint_4 1631708171 0,003
offline_datapoint_11 1631708176 136507,000
offline_datapoint_5 1631708176 3405,000
offline_datapoint_18 1631708174 55,899
offline_datapoint_27 1631708176 492716032,000
offline_datapoint_14 1631708176 937824256,000
offline_datapoint_3 1631708176 6771765248,000
offline_datapoint_9 1631708176 310042624,000
offline_datapoint_26 1631708176 2638,000
offline_datapoint_20 1631708174 0,000
offline_datapoint_8 1631708174 747,873
offline_datapoint_22 1631708176 310042624,000
offline_datapoint_1 1631708174 0,000
offline_datapoint_21 1631708176 4192419840,000
offline_datapoint_7 1631708176 6657015808,000
offline_datapoint_6 1631708174 0,195
offline_datapoint_12 1631708174 5,776
offline_datapoint_25 1631708174 2,855
offline_datapoint_13 1631708174 5837,130
offline_datapoint_19 1631708176 0,000
offline_datapoint_0 1631708174 7120,242
offline_datapoint_16 1631708174 1492,423
offline_datapoint_29 1631708174 0,408
offline_datapoint_17 1631708174 22,592
offline_datapoint_10 1631708174 99,210
offline_datapoint_30 1631708174 0,000
offline_datapoint_23 1631708174 6196,706
offline_datapoint_4 1631708174 0,008
offline_datapoint_11 1631708179 136507,000
offline_datapoint_5 1631708179 3416,000
offline_datapoint_18 1631708177 55,901
offline_datapoint_27 1631708179 492716032,000
offline_datapoint_14 1631708179 937824256,000
offline_datapoint_3 1631708179 6772088832,000
offline_datapoint_9 1631708179 310190080,000
offline_datapoint_26 1631708179 2640,000
offline_datapoint_20 1631708177 0,000
offline_datapoint_8 1631708177 1164,408
offline_datapoint_22 1631708179 310190080,000
offline_datapoint_1 1631708177 0,000
offline_datapoint_21 1631708179 4192808960,000
offline_datapoint_7 1631708179 6657163264,000
offline_datapoint_6 1631708177 0,130
offline_datapoint_12 1631708177 6,239
offline_datapoint_25 1631708177 2,790
offline_datapoint_13 1631708177 5903,434
offline_datapoint_19 1631708179 0,000
offline_datapoint_0 1631708177 7207,040
offline_datapoint_16 1631708177 1566,719
offline_datapoint_29 1631708177 0,232
offline_datapoint_17 1631708177 9,966
offline_datapoint_10 1631708177 99,542
offline_datapoint_30 1631708177 0,000
offline_datapoint_23 1631708177 6707,200
offline_datapoint_4 1631708177 0,005
offline_datapoint_11 1631708182 136507,000
offline_datapoint_5 1631708182 3410,000
offline_datapoint_18 1631708180 55,880
offline_datapoint_27 1631708182 492716032,000
offline_datapoint_14 1631708182 937844736,000
offline_datapoint_3 1631708182 6769549312,000
offline_datapoint_9 1631708182 308150272,000
offline_datapoint_26 1631708182 2640,000
offline_datapoint_20 1631708180 0,000
offline_datapoint_8 1631708180 606,120
offline_datapoint_22 1631708182 308150272,000
offline_datapoint_1 1631708180 0,000
offline_datapoint_21 1631708182 4190625792,000
offline_datapoint_7 1631708182 6655770624,000
offline_datapoint_6 1631708180 0,326
offline_datapoint_12 1631708180 7,480
offline_datapoint_25 1631708180 4,362
offline_datapoint_13 1631708180 5854,826
offline_datapoint_19 1631708182 0,000
offline_datapoint_0 1631708180 7163,751
offline_datapoint_16 1631708180 1514,967
offline_datapoint_29 1631708180 0,309
offline_datapoint_17 1631708180 18,337
offline_datapoint_10 1631708180 99,654
offline_datapoint_30 1631708180 0,667
offline_datapoint_23 1631708180 5585,455
offline_datapoint_4 1631708180 0,006
offline_datapoint_11 1631708185 136507,000
offline_datapoint_5 1631708185 3402,000
offline_datapoint_18 1631708183 55,834
offline_datapoint_27 1631708185 492716032,000
offline_datapoint_14 1631708185 937844736,000
offline_datapoint_3 1631708185 6763962368,000
offline_datapoint_9 1631708185 309669888,000
offline_datapoint_26 1631708185 2644,000
offline_datapoint_20 1631708183 0,000
offline_datapoint_8 1631708183 786,055
offline_datapoint_22 1631708185 309669888,000
offline_datapoint_1 1631708183 0,000
offline_datapoint_21 1631708185 4184670208,000
offline_datapoint_7 1631708185 6651039744,000
offline_datapoint_6 1631708183 0,323
offline_datapoint_12 1631708183 6,532
offline_datapoint_25 1631708183 3,361
offline_datapoint_13 1631708183 6016,711
offline_datapoint_19 1631708185 0,000
offline_datapoint_0 1631708183 7420,688
offline_datapoint_16 1631708183 1554,568
offline_datapoint_29 1631708183 0,196
offline_datapoint_17 1631708183 9,267
offline_datapoint_10 1631708183 98,977
offline_datapoint_30 1631708183 0,000
offline_datapoint_23 1631708183 9746,286
offline_datapoint_4 1631708183 0,004
offline_datapoint_11 1631708188 136507,000
offline_datapoint_5 1631708188 3391,000
offline_datapoint_18 1631708186 55,830
offline_datapoint_27 1631708188 492716032,000
offline_datapoint_14 1631708188 937844736,000
offline_datapoint_3 1631708188 6763393024,000
offline_datapoint_9 1631708188 309850112,000
offline_datapoint_26 1631708188 2643,000
offline_datapoint_20 1631708186 2,653
offline_datapoint_8 1631708186 2608,286
offline_datapoint_22 1631708188 309850112,000
offline_datapoint_1 1631708186 0,332
offline_datapoint_21 1631708188 4185104384,000
offline_datapoint_7 1631708188 6652014592,000
offline_datapoint_6 1631708186 0,130
offline_datapoint_12 1631708186 7,168
offline_datapoint_25 1631708186 3,498
offline_datapoint_13 1631708186 6147,250
offline_datapoint_19 1631708188 0,000
offline_datapoint_0 1631708186 7589,369
offline_datapoint_16 1631708186 1596,348
offline_datapoint_29 1631708186 0,201
offline_datapoint_17 1631708186 2,653
offline_datapoint_10 1631708186 99,801
offline_datapoint_30 1631708186 0,000
offline_datapoint_23 1631708186 8128,000
offline_datapoint_4 1631708186 0,004
offline_datapoint_11 1631708191 136507,000
offline_datapoint_5 1631708191 3387,000
offline_datapoint_18 1631708189 55,804
offline_datapoint_27 1631708191 492716032,000
offline_datapoint_14 1631708191 937844736,000
offline_datapoint_3 1631708191 6760251392,000
offline_datapoint_9 1631708191 308940800,000
offline_datapoint_26 1631708191 2648,000
offline_datapoint_20 1631708189 0,669
offline_datapoint_8 1631708189 2111,757
offline_datapoint_22 1631708191 308940800,000
offline_datapoint_1 1631708189 0,334
offline_datapoint_21 1631708191 4180135936,000
offline_datapoint_7 1631708191 6649077760,000
offline_datapoint_6 1631708189 0,327
offline_datapoint_12 1631708189 9,557
offline_datapoint_25 1631708189 5,028
offline_datapoint_13 1631708189 6532,203
offline_datapoint_19 1631708191 0,000
offline_datapoint_0 1631708189 8207,633
offline_datapoint_16 1631708189 1564,425
offline_datapoint_29 1631708189 0,324
offline_datapoint_17 1631708189 3,678
offline_datapoint_10 1631708189 99,659
offline_datapoint_30 1631708189 0,000
offline_datapoint_23 1631708189 5259,636
offline_datapoint_4 1631708189 0,006
offline_datapoint_11 1631708194 136507,000
offline_datapoint_5 1631708194 3307,000
offline_datapoint_18 1631708192 55,777
offline_datapoint_27 1631708194 492716032,000
offline_datapoint_14 1631708194 937852928,000
offline_datapoint_3 1631708194 6757040128,000
offline_datapoint_9 1631708194 308998144,000
offline_datapoint_26 1631708194 2644,000
offline_datapoint_20 1631708192 0,000
offline_datapoint_8 1631708192 1784,689
offline_datapoint_22 1631708194 308998144,000
offline_datapoint_1 1631708192 0,000
offline_datapoint_21 1631708194 4179025920,000
offline_datapoint_7 1631708194 6649094144,000
offline_datapoint_6 1631708192 0,130
offline_datapoint_12 1631708192 5,907
offline_datapoint_25 1631708192 2,788
offline_datapoint_13 1631708192 5983,936
offline_datapoint_19 1631708194 1,000
offline_datapoint_0 1631708192 7301,120
offline_datapoint_16 1631708192 1530,350
offline_datapoint_29 1631708192 0,343
offline_datapoint_17 1631708192 5,313
offline_datapoint_10 1631708192 99,332
offline_datapoint_30 1631708192 0,000
offline_datapoint_23 1631708192 13184,000
offline_datapoint_4 1631708192 0,007
offline_datapoint_11 1631708197 136507,000
offline_datapoint_5 1631708197 3284,000
offline_datapoint_18 1631708195 55,780
offline_datapoint_27 1631708197 492716032,000
offline_datapoint_14 1631708197 937861120,000
offline_datapoint_3 1631708197 6757371904,000
offline_datapoint_9 1631708197 310378496,000
offline_datapoint_26 1631708197 2647,000
offline_datapoint_20 1631708195 0,000
offline_datapoint_8 1631708195 3465,399
offline_datapoint_22 1631708197 310378496,000
offline_datapoint_1 1631708195 0,000
offline_datapoint_21 1631708197 4180103168,000
offline_datapoint_7 1631708197 6651908096,000
offline_datapoint_6 1631708195 0,131
offline_datapoint_12 1631708195 5,152
offline_datapoint_25 1631708195 2,613
offline_datapoint_13 1631708195 6147,706
offline_datapoint_19 1631708197 0,000
offline_datapoint_0 1631708195 7768,057
offline_datapoint_16 1631708195 1645,095
offline_datapoint_29 1631708195 0,229
offline_datapoint_17 1631708195 2,675
offline_datapoint_10 1631708195 99,758
offline_datapoint_30 1631708195 0,000
offline_datapoint_23 1631708195 5056,000
offline_datapoint_4 1631708195 0,005
offline_datapoint_11 1631708200 136507,000
offline_datapoint_5 1631708200 3274,000
offline_datapoint_18 1631708198 55,802
offline_datapoint_27 1631708200 492716032,000
offline_datapoint_14 1631708200 937869312,000
offline_datapoint_3 1631708200 6759997440,000
offline_datapoint_9 1631708200 308461568,000
offline_datapoint_26 1631708200 2642,000
offline_datapoint_20 1631708198 0,000
offline_datapoint_8 1631708198 2686,080
offline_datapoint_22 1631708200 308461568,000
offline_datapoint_1 1631708198 0,000
offline_datapoint_21 1631708200 4181409792,000
offline_datapoint_7 1631708200 6653865984,000
offline_datapoint_6 1631708198 0,129
offline_datapoint_12 1631708198 6,443
offline_datapoint_25 1631708198 3,812
offline_datapoint_13 1631708198 6638,281
offline_datapoint_19 1631708200 0,000
offline_datapoint_0 1631708198 8465,173
offline_datapoint_16 1631708198 1909,271
offline_datapoint_29 1631708198 0,255
offline_datapoint_17 1631708198 4,301
offline_datapoint_10 1631708198 99,736
offline_datapoint_30 1631708198 0,000
offline_datapoint_23 1631708198 9176,615
offline_datapoint_4 1631708198 0,005
offline_datapoint_11 1631708203 136507,000
offline_datapoint_5 1631708203 3270,000
offline_datapoint_18 1631708201 55,849
offline_datapoint_27 1631708203 492716032,000
offline_datapoint_14 1631708203 937979904,000
offline_datapoint_3 1631708203 6765686784,000
offline_datapoint_9 1631708203 308039680,000
offline_datapoint_26 1631708203 2643,000
offline_datapoint_20 1631708201 0,000
offline_datapoint_8 1631708201 3343,425
offline_datapoint_22 1631708203 308039680,000
offline_datapoint_1 1631708201 0,000
offline_datapoint_21 1631708203 4186570752,000
offline_datapoint_7 1631708203 6658854912,000
offline_datapoint_6 1631708201 0,260
offline_datapoint_12 1631708201 10,139
offline_datapoint_25 1631708201 5,144
offline_datapoint_13 1631708201 7223,918
offline_datapoint_19 1631708203 0,000
offline_datapoint_0 1631708201 9324,852
offline_datapoint_16 1631708201 1922,244
offline_datapoint_29 1631708201 0,374
offline_datapoint_17 1631708201 38,005
offline_datapoint_10 1631708201 99,478
offline_datapoint_30 1631708201 2,334
offline_datapoint_23 1631708201 13954,246
offline_datapoint_4 1631708201 0,007
offline_datapoint_11 1631708206 136507,000
offline_datapoint_5 1631708206 3265,000
offline_datapoint_18 1631708204 55,777
offline_datapoint_27 1631708206 492716032,000
offline_datapoint_14 1631708206 938065920,000
offline_datapoint_3 1631708206 6757019648,000
offline_datapoint_9 1631708206 308240384,000
offline_datapoint_26 1631708206 2640,000
offline_datapoint_20 1631708204 1,999
offline_datapoint_8 1631708204 5019,781
offline_datapoint_22 1631708206 308240384,000
offline_datapoint_1 1631708204 0,666
offline_datapoint_21 1631708206 4179857408,000
offline_datapoint_7 1631708206 6658768896,000
offline_datapoint_6 1631708204 0,455
offline_datapoint_12 1631708204 8,014
offline_datapoint_25 1631708204 4,163
offline_datapoint_13 1631708204 7886,943
offline_datapoint_19 1631708206 0,000
offline_datapoint_0 1631708204 10218,781
offline_datapoint_16 1631708204 2080,333
offline_datapoint_29 1631708204 0,664
offline_datapoint_17 1631708204 8,661
offline_datapoint_10 1631708204 99,234
offline_datapoint_30 1631708204 0,999
offline_datapoint_23 1631708204 128669,538
offline_datapoint_4 1631708204 0,013
offline_datapoint_11 1631708209 136507,000
offline_datapoint_5 1631708209 3215,000
offline_datapoint_18 1631708207 55,816
offline_datapoint_27 1631708209 492769280,000
offline_datapoint_14 1631708209 934912000,000
offline_datapoint_3 1631708209 6761754624,000
offline_datapoint_9 1631708209 308015104,000
offline_datapoint_26 1631708209 2641,000
offline_datapoint_20 1631708207 0,000
offline_datapoint_8 1631708207 8028,980
offline_datapoint_22 1631708209 308015104,000
offline_datapoint_1 1631708207 0,000
offline_datapoint_21 1631708209 4185616384,000
offline_datapoint_7 1631708209 6661963776,000
offline_datapoint_6 1631708207 0,129
offline_datapoint_12 1631708207 7,926
offline_datapoint_25 1631708207 3,429
offline_datapoint_13 1631708207 8006,788
offline_datapoint_19 1631708209 1,000
offline_datapoint_0 1631708207 10090,215
offline_datapoint_16 1631708207 2110,588
offline_datapoint_29 1631708207 0,385
offline_datapoint_17 1631708207 8,943
offline_datapoint_10 1631708207 99,440
offline_datapoint_30 1631708207 0,994
offline_datapoint_23 1631708207 51218,963
offline_datapoint_4 1631708207 0,008
offline_datapoint_11 1631708212 136507,000
offline_datapoint_5 1631708212 3222,000
offline_datapoint_18 1631708210 55,805
offline_datapoint_27 1631708212 492769280,000
offline_datapoint_14 1631708212 935022592,000
offline_datapoint_3 1631708212 6760427520,000
offline_datapoint_9 1631708212 308277248,000
offline_datapoint_26 1631708212 2637,000
offline_datapoint_20 1631708210 0,000
offline_datapoint_8 1631708210 686,118
offline_datapoint_22 1631708212 308277248,000
offline_datapoint_1 1631708210 0,000
offline_datapoint_21 1631708212 4184727552,000
offline_datapoint_7 1631708212 6660751360,000
offline_datapoint_6 1631708210 0,194
offline_datapoint_12 1631708210 5,869
offline_datapoint_25 1631708210 3,177
offline_datapoint_13 1631708210 6044,946
offline_datapoint_19 1631708212 0,000
offline_datapoint_0 1631708210 7525,727
offline_datapoint_16 1631708210 1560,446
offline_datapoint_29 1631708210 0,319
offline_datapoint_17 1631708210 2,656
offline_datapoint_10 1631708210 99,677
offline_datapoint_30 1631708210 0,000
offline_datapoint_23 1631708210 276032,000
offline_datapoint_4 1631708210 0,006
offline_datapoint_11 1631708215 136507,000
offline_datapoint_5 1631708215 3218,000
offline_datapoint_18 1631708213 55,745
offline_datapoint_27 1631708215 492761088,000
offline_datapoint_14 1631708215 935522304,000
offline_datapoint_3 1631708215 6753161216,000
offline_datapoint_9 1631708215 307507200,000
offline_datapoint_26 1631708215 2642,000
offline_datapoint_20 1631708213 2,971
offline_datapoint_8 1631708213 939,255
offline_datapoint_22 1631708215 307507200,000
offline_datapoint_1 1631708213 0,990
offline_datapoint_21 1631708215 4183085056,000
offline_datapoint_7 1631708215 6659817472,000
offline_datapoint_6 1631708213 0,322
offline_datapoint_12 1631708213 7,422
offline_datapoint_25 1631708213 3,868
offline_datapoint_13 1631708213 7683,075
offline_datapoint_19 1631708215 0,000
offline_datapoint_0 1631708213 10139,665
offline_datapoint_16 1631708213 2064,381
offline_datapoint_29 1631708213 0,506
offline_datapoint_17 1631708213 14,196
offline_datapoint_10 1631708213 99,365
offline_datapoint_30 1631708213 0,000
offline_datapoint_23 1631708213 58403,721
offline_datapoint_4 1631708213 0,010
offline_datapoint_11 1631708218 136507,000
offline_datapoint_5 1631708218 3209,000
offline_datapoint_18 1631708216 55,833
offline_datapoint_27 1631708218 492711936,000
offline_datapoint_14 1631708218 935596032,000
offline_datapoint_3 1631708218 6763753472,000
offline_datapoint_9 1631708218 307027968,000
offline_datapoint_26 1631708218 2644,000
offline_datapoint_20 1631708216 0,000
offline_datapoint_8 1631708216 14779,917
offline_datapoint_22 1631708218 307027968,000
offline_datapoint_1 1631708216 0,000
offline_datapoint_21 1631708218 4191293440,000
offline_datapoint_7 1631708218 6667796480,000
offline_datapoint_6 1631708216 0,521
offline_datapoint_12 1631708216 14,495
offline_datapoint_25 1631708216 6,768
offline_datapoint_13 1631708216 8750,105
offline_datapoint_19 1631708218 0,000
offline_datapoint_0 1631708216 11132,319
offline_datapoint_16 1631708216 2297,277
offline_datapoint_29 1631708216 0,388
offline_datapoint_17 1631708216 17,653
offline_datapoint_10 1631708216 99,317
offline_datapoint_30 1631708216 0,000
offline_datapoint_23 1631708216 44138,264
offline_datapoint_4 1631708216 0,008
offline_datapoint_11 1631708221 136507,000
offline_datapoint_5 1631708221 3210,000
offline_datapoint_18 1631708219 55,873
offline_datapoint_27 1631708221 492756992,000
offline_datapoint_14 1631708221 935804928,000
offline_datapoint_3 1631708221 6768590848,000
offline_datapoint_9 1631708221 307032064,000
offline_datapoint_26 1631708221 2635,000
offline_datapoint_20 1631708219 0,665
offline_datapoint_8 1631708219 10928,998
offline_datapoint_22 1631708221 307032064,000
offline_datapoint_1 1631708219 0,665
offline_datapoint_21 1631708221 4196782080,000
offline_datapoint_7 1631708221 6673702912,000
offline_datapoint_6 1631708219 0,325
offline_datapoint_12 1631708219 13,288
offline_datapoint_25 1631708219 6,231
offline_datapoint_13 1631708219 9653,732
offline_datapoint_19 1631708221 0,000
offline_datapoint_0 1631708219 10476,656
offline_datapoint_16 1631708219 2182,941
offline_datapoint_29 1631708219 0,299
offline_datapoint_17 1631708219 31,574
offline_datapoint_10 1631708219 99,541
offline_datapoint_30 1631708219 0,000
offline_datapoint_23 1631708219 6682,947
offline_datapoint_4 1631708219 0,006
